,func_name,line,ncalls,ccalls,tottime,cumtime,func,callers
214,atomIsConstTrue,113,47,0,0.00015670400000000002,2.0289000000000002e-05,"<code object atomIsConstTrue at 0x10ad38300, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/literals.py"", line 113>","[_lsprof.profiler_subentry(code=<code object termEqual at 0x10ad21930, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 173>, callcount=47, reccallcount=0, totaltime=0.000136415, inlinetime=4.4073e-05)]"
173,setDerivation,81,45,0,8.919e-06,8.919e-06,"<code object setDerivation at 0x10ace1610, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/derivations.py"", line 81>",
222,__init__,9,44,0,8.545e-06,8.545e-06,"<code object __init__ at 0x10ad3a790, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/alternatingpath.py"", line 9>",
272,parseTerm,132,44,22,0.002430418,0.00010329800000000001,"<code object parseTerm at 0x1560c9cf0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 132>","[_lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=24, reccallcount=0, totaltime=5.3330000000000004e-06, inlinetime=5.3330000000000004e-06), _lsprof.profiler_subentry(code=<code object AcceptTok at 0x10aa67880, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/lexer.py"", line 247>, callcount=44, reccallcount=0, totaltime=0.000381875, inlinetime=2.8843e-05), _lsprof.profiler_subentry(code=<code object TestTok at 0x10aa139f0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/lexer.py"", line 222>, callcount=68, reccallcount=0, totaltime=0.001501998, inlinetime=0.00012100400000000001), _lsprof.profiler_subentry(code=<code object parseTermList at 0x1560c4c50, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 120>, callcount=22, reccallcount=0, totaltime=0.0009678760000000001, inlinetime=2.4168000000000003e-05), _lsprof.profiler_subentry(code=""<method 'extend' of 'list' objects>"", callcount=22, reccallcount=0, totaltime=6.750000000000001e-06, inlinetime=6.750000000000001e-06), _lsprof.profiler_subentry(code=<code object Next at 0x10ab20200, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/lexer.py"", line 288>, callcount=44, reccallcount=0, totaltime=5.2208000000000006e-05, inlinetime=1.8164e-05), _lsprof.profiler_subentry(code=<code object CheckTok at 0x10aa46cc0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/lexer.py"", line 236>, callcount=24, reccallcount=0, totaltime=7.029e-05, inlinetime=8.628000000000001e-06)]"
211,,79,44,0,5.2940000000000005e-06,5.2940000000000005e-06,"<code object <lambda> at 0x10ad32230, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/alternatingpath.py"", line 79>",
223,__init__,19,42,0,4.75e-06,4.75e-06,"<code object __init__ at 0x10ad3a880, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/alternatingpath.py"", line 19>",
228,occursCheck,136,41,0,3.5958000000000004e-05,1.787e-05,"<code object occursCheck at 0x10ad88290, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/unification.py"", line 136>","[_lsprof.profiler_subentry(code=<code object termIsCompound at 0x10ad384e0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 81>, callcount=41, reccallcount=0, totaltime=1.8088e-05, inlinetime=9.618e-06)]"
166,composeBinding,150,41,0,7.0498e-05,4.9288e-05,"<code object composeBinding at 0x10ab217c0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 150>","[_lsprof.profiler_subentry(code=<code object __init__ at 0x10ad28030, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 67>, callcount=41, reccallcount=0, totaltime=1.2835000000000002e-05, inlinetime=1.2835000000000002e-05), _lsprof.profiler_subentry(code=""<method 'keys' of 'dict' objects>"", callcount=41, reccallcount=0, totaltime=8.375e-06, inlinetime=8.375e-06)]"
215,atomIsConstFalse,120,37,0,0.000117164,1.4501e-05,"<code object atomIsConstFalse at 0x10ad383f0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/literals.py"", line 120>","[_lsprof.profiler_subentry(code=<code object termEqual at 0x10ad21930, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 173>, callcount=37, reccallcount=0, totaltime=0.000102663, inlinetime=3.2822000000000005e-05)]"
144,TestLit,257,36,0,0.00017029,7.379000000000001e-05,"<code object TestLit at 0x10aac5530, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/lexer.py"", line 257>","[_lsprof.profiler_subentry(code=<code object LookLit at 0x10aae1b30, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/lexer.py"", line 215>, callcount=36, reccallcount=0, totaltime=9.65e-05, inlinetime=1.3206e-05)]"
170,hEval,97,34,0,1.0999000000000001e-05,1.0999000000000001e-05,"<code object hEval at 0x10acde890, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/heuristics.py"", line 97>",
152,hEval,117,34,0,0.00035332900000000005,0.000143955,"<code object hEval at 0x10aae7e10, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/heuristics.py"", line 117>","[_lsprof.profiler_subentry(code=<code object weight at 0x10ad28db0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 154>, callcount=33, reccallcount=8, totaltime=0.000150209, inlinetime=2.2457000000000002e-05)]"
201,weight,154,34,0,0.00020812400000000002,2.5998e-05,"<code object weight at 0x10ad28db0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 154>","[_lsprof.profiler_subentry(code=<code object __set__ at 0x101f611b0, file ""/Users/jannisgehring/VSCode/coursework-pyres/.venv/lib/python3.13/site-packages/traitlets/traitlets.py"", line 708>, callcount=2, reccallcount=0, totaltime=7.1708e-05, inlinetime=2.916e-06), _lsprof.profiler_subentry(code=<code object weight at 0x10ad30530, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/literals.py"", line 298>, callcount=50, reccallcount=9, totaltime=0.000131209, inlinetime=1.8165e-05), _lsprof.profiler_subentry(code=<code object _writeout_output_cache at 0x102d3cbb0, file ""/Users/jannisgehring/VSCode/coursework-pyres/.venv/lib/python3.13/site-packages/IPython/core/history.py"", line 839>, callcount=1, reccallcount=0, totaltime=7.0420000000000005e-06, inlinetime=2.584e-06), _lsprof.profiler_subentry(code=""<method '__exit__' of '_thread.lock' objects>"", callcount=2, reccallcount=0, totaltime=1.125e-06, inlinetime=1.125e-06)]"
199,evaluate,160,34,0,0.001062582,7.4999e-05,"<code object evaluate at 0x10ad28b70, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/heuristics.py"", line 160>","[_lsprof.profiler_subentry(code=<code object __call__ at 0x10ad38d50, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/heuristics.py"", line 72>, callcount=66, reccallcount=16, totaltime=0.00023033100000000001, inlinetime=4.9503000000000004e-05), _lsprof.profiler_subentry(code=<code object wait at 0x1011781b0, file ""/opt/homebrew/Cellar/python@3.13/3.13.0_1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/threading.py"", line 641>, callcount=0, reccallcount=0, totaltime=0.0, inlinetime=0.0), _lsprof.profiler_subentry(code=<code object __get__ at 0x101ee2d50, file ""/Users/jannisgehring/VSCode/coursework-pyres/.venv/lib/python3.13/site-packages/traitlets/traitlets.py"", line 676>, callcount=1, reccallcount=0, totaltime=1.25e-06, inlinetime=5.420000000000001e-07)]"
145,addClause,163,34,0,0.005357918000000001,6.0957000000000006e-05,"<code object addClause at 0x10aac7210, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clausesets.py"", line 163>","[_lsprof.profiler_subentry(code=<code object addClause at 0x10acde450, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clausesets.py"", line 67>, callcount=33, reccallcount=0, totaltime=1.7668e-05, inlinetime=1.2796e-05), _lsprof.profiler_subentry(code=<code object evaluate at 0x10ad28b70, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/heuristics.py"", line 160>, callcount=33, reccallcount=8, totaltime=0.000294291, inlinetime=7.0375e-05), _lsprof.profiler_subentry(code=<code object addEval at 0x10ace18b0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 213>, callcount=33, reccallcount=0, totaltime=2.0960000000000003e-05, inlinetime=2.0960000000000003e-05)]"
174,addEval,213,34,0,2.1210000000000002e-05,2.1210000000000002e-05,"<code object addEval at 0x10ace18b0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 213>",
178,getResolutionLiterals,102,32,0,0.000903082,0.000289428,"<code object getResolutionLiterals at 0x10ad00510, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clausesets.py"", line 102>","[_lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=329, reccallcount=0, totaltime=0.000179237, inlinetime=8.0203e-05), _lsprof.profiler_subentry(code=<code object getLiteral at 0x10ad28c90, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 115>, callcount=486, reccallcount=0, totaltime=0.000393162, inlinetime=0.000130676), _lsprof.profiler_subentry(code=<code object isInferenceLit at 0x10ad387b0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/literals.py"", line 206>, callcount=486, reccallcount=0, totaltime=4.1255000000000004e-05, inlinetime=4.1255000000000004e-05)]"
203,collectVars,250,32,0,0.00015546,1.4711e-05,"<code object collectVars at 0x10ad30330, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/literals.py"", line 250>","[_lsprof.profiler_subentry(code=<code object termCollectVars at 0x10ad188d0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 210>, callcount=32, reccallcount=0, totaltime=0.00014074900000000002, inlinetime=3.2963e-05)]"
171,litInLitList,376,30,0,3.1377e-05,1.6420000000000002e-05,"<code object litInLitList at 0x10acdecd0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/literals.py"", line 376>","[_lsprof.profiler_subentry(code=<code object isEqual at 0x10acf0c90, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/literals.py"", line 234>, callcount=9, reccallcount=0, totaltime=1.4957000000000001e-05, inlinetime=5.871e-06)]"
151,__len__,61,24,0,2.2292000000000003e-05,2.0119e-05,"<code object __len__ at 0x10aae3d30, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clausesets.py"", line 61>","[_lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=24, reccallcount=0, totaltime=2.173e-06, inlinetime=2.173e-06)]"
136,CheckLit,267,24,0,0.000132915,1.0584e-05,"<code object CheckLit at 0x10aa46e30, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/lexer.py"", line 267>","[_lsprof.profiler_subentry(code=<code object TestLit at 0x10aac5530, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/lexer.py"", line 257>, callcount=24, reccallcount=0, totaltime=0.00012233100000000002, inlinetime=5.728900000000001e-05)]"
196,extractBest,189,23,0,9.020700000000001e-05,2.1414000000000002e-05,"<code object extractBest at 0x10ad28270, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clausesets.py"", line 189>","[_lsprof.profiler_subentry(code=<code object nextEval at 0x10aaa7670, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/heuristics.py"", line 167>, callcount=23, reccallcount=0, totaltime=9.752e-06, inlinetime=9.003e-06), _lsprof.profiler_subentry(code=<code object extractBestByEval at 0x13735f490, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clausesets.py"", line 173>, callcount=23, reccallcount=0, totaltime=5.9041000000000006e-05, inlinetime=5.0504e-05)]"
180,instantiate,195,23,0,0.000608665,4.6750000000000005e-05,"<code object instantiate at 0x10ad00ed0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 195>","[_lsprof.profiler_subentry(code=<code object instantiate at 0x10ad28390, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/literals.py"", line 280>, callcount=32, reccallcount=0, totaltime=0.00037879, inlinetime=3.587e-05), _lsprof.profiler_subentry(code=<code object setDerivation at 0x10ace1610, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/derivations.py"", line 81>, callcount=23, reccallcount=0, totaltime=4.918e-06, inlinetime=4.918e-06), _lsprof.profiler_subentry(code=<code object __init__ at 0x10ad1c630, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 69>, callcount=23, reccallcount=0, totaltime=0.00017820700000000002, inlinetime=3.1164e-05)]"
182,collectVars,130,23,0,0.00018313000000000002,2.767e-05,"<code object collectVars at 0x10ad15070, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 130>","[_lsprof.profiler_subentry(code=<code object collectVars at 0x10ad30330, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/literals.py"", line 250>, callcount=32, reccallcount=0, totaltime=0.00015546, inlinetime=1.4711e-05)]"
198,freshVarSubst,242,23,0,6.316500000000001e-05,2.4160000000000002e-05,"<code object freshVarSubst at 0x10ad28930, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 242>","[_lsprof.profiler_subentry(code=<code object __init__ at 0x10ad28030, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 67>, callcount=23, reccallcount=0, totaltime=8.753e-06, inlinetime=8.753e-06), _lsprof.profiler_subentry(code=<code object freshVar at 0x10ab16e80, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 232>, callcount=10, reccallcount=0, totaltime=3.0252e-05, inlinetime=3.0252e-05)]"
268,processClause,143,23,0,0.017364166,0.00015962700000000002,"<code object processClause at 0x155907e00, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/saturation.py"", line 143>","[_lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=44, reccallcount=0, totaltime=5.415000000000001e-06, inlinetime=5.415000000000001e-06), _lsprof.profiler_subentry(code=<code object computeAllResolvents at 0x10ab0e230, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/rescontrol.py"", line 43>, callcount=22, reccallcount=0, totaltime=0.004900834000000001, inlinetime=0.00017727900000000002), _lsprof.profiler_subentry(code=<code object computeAllFactors at 0x1371ca610, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/rescontrol.py"", line 76>, callcount=22, reccallcount=0, totaltime=0.00012641600000000002, inlinetime=3.4963000000000004e-05), _lsprof.profiler_subentry(code=<code object addClause at 0x10aac7210, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clausesets.py"", line 163>, callcount=20, reccallcount=7, totaltime=0.000120168, inlinetime=1.9125e-05), _lsprof.profiler_subentry(code=<code object addClause at 0x10acde450, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clausesets.py"", line 67>, callcount=22, reccallcount=0, totaltime=1.3669e-05, inlinetime=9.548e-06), _lsprof.profiler_subentry(code=<code object extractBest at 0x10ad28270, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clausesets.py"", line 189>, callcount=23, reccallcount=0, totaltime=9.020700000000001e-05, inlinetime=2.1414000000000002e-05), _lsprof.profiler_subentry(code=<code object isEmpty at 0x10ad30630, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 96>, callcount=23, reccallcount=0, totaltime=1.1459e-05, inlinetime=9.167e-06), _lsprof.profiler_subentry(code=<code object __call__ at 0x10ad38d50, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/heuristics.py"", line 72>, callcount=1, reccallcount=0, totaltime=5.000000000000001e-07, inlinetime=2.92e-07), _lsprof.profiler_subentry(code=<code object freshVarCopy at 0x10ad152f0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 205>, callcount=23, reccallcount=0, totaltime=0.0008896650000000001, inlinetime=3.4705e-05), _lsprof.profiler_subentry(code=""<method 'extend' of 'list' objects>"", callcount=44, reccallcount=0, totaltime=8.25e-06, inlinetime=8.25e-06)]"
143,nextEval,167,23,0,9.752e-06,9.003e-06,"<code object nextEval at 0x10aaa7670, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/heuristics.py"", line 167>","[_lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=8, reccallcount=0, totaltime=7.49e-07, inlinetime=7.49e-07)]"
184,freshVarCopy,205,23,0,0.0008896650000000001,3.4705e-05,"<code object freshVarCopy at 0x10ad152f0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 205>","[_lsprof.profiler_subentry(code=<code object instantiate at 0x10ad00ed0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 195>, callcount=23, reccallcount=0, totaltime=0.000608665, inlinetime=4.6750000000000005e-05), _lsprof.profiler_subentry(code=<code object freshVarSubst at 0x10ad28930, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 242>, callcount=23, reccallcount=0, totaltime=6.316500000000001e-05, inlinetime=2.4160000000000002e-05), _lsprof.profiler_subentry(code=<code object collectVars at 0x10ad15070, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 130>, callcount=23, reccallcount=0, totaltime=0.00018313000000000002, inlinetime=2.767e-05)]"
246,extractBestByEval,173,23,0,5.9041000000000006e-05,5.0504e-05,"<code object extractBestByEval at 0x13735f490, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clausesets.py"", line 173>","[_lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=23, reccallcount=0, totaltime=2.205e-06, inlinetime=2.205e-06), _lsprof.profiler_subentry(code=""<method 'pop' of 'list' objects>"", callcount=23, reccallcount=0, totaltime=6.3320000000000005e-06, inlinetime=6.3320000000000005e-06)]"
205,isEmpty,96,23,0,1.1459e-05,9.167e-06,"<code object isEmpty at 0x10ad30630, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 96>","[_lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=23, reccallcount=0, totaltime=2.2920000000000002e-06, inlinetime=2.2920000000000002e-06)]"
132,get_neighbours,87,23,0,0.001660999,0.000310555,"<code object get_neighbours at 0x10a9eb830, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/alternatingpath.py"", line 87>","[_lsprof.profiler_subentry(code=<code object <lambda> at 0x10ad3a970, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/alternatingpath.py"", line 90>, callcount=966, reccallcount=0, totaltime=0.001338652, inlinetime=0.000379982), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=44, reccallcount=0, totaltime=1.1792e-05, inlinetime=1.1792e-05)]"
212,addPred,89,22,0,6.25e-06,6.25e-06,"<code object addPred at 0x10ad38030, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/signature.py"", line 89>",
239,computeAllFactors,76,22,0,0.00012641600000000002,3.4963000000000004e-05,"<code object computeAllFactors at 0x1371ca610, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/rescontrol.py"", line 76>","[_lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=54, reccallcount=0, totaltime=3.6412e-05, inlinetime=1.6993e-05), _lsprof.profiler_subentry(code=<code object getLiteral at 0x10ad28c90, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 115>, callcount=10, reccallcount=0, totaltime=9.542000000000001e-06, inlinetime=3.0420000000000003e-06), _lsprof.profiler_subentry(code=<code object isInferenceLit at 0x10ad387b0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/literals.py"", line 206>, callcount=10, reccallcount=0, totaltime=1.292e-06, inlinetime=1.292e-06), _lsprof.profiler_subentry(code=<code object factor at 0x1371cbc50, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/resolution.py"", line 100>, callcount=10, reccallcount=0, totaltime=4.4207000000000006e-05, inlinetime=1.1332000000000001e-05)]"
179,termCollectSig,240,22,0,2.5836e-05,1.125e-05,"<code object termCollectSig at 0x10ad00850, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 240>","[_lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=2, reccallcount=0, totaltime=2.09e-07, inlinetime=2.09e-07), _lsprof.profiler_subentry(code=<code object termArgs at 0x10ad30c30, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 97>, callcount=2, reccallcount=0, totaltime=1.958e-06, inlinetime=8.32e-07), _lsprof.profiler_subentry(code=<code object addFun at 0x10ab1bf00, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/signature.py"", line 82>, callcount=2, reccallcount=0, totaltime=2.51e-07, inlinetime=2.51e-07), _lsprof.profiler_subentry(code=<code object termIsCompound at 0x10ad384e0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 81>, callcount=22, reccallcount=0, totaltime=1.0876e-05, inlinetime=5.6270000000000005e-06), _lsprof.profiler_subentry(code=<code object termFunc at 0x10ad30b30, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 89>, callcount=2, reccallcount=0, totaltime=1.292e-06, inlinetime=4.5800000000000005e-07)]"
153,computeAllResolvents,43,22,0,0.004900834000000001,0.00017727900000000002,"<code object computeAllResolvents at 0x10ab0e230, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/rescontrol.py"", line 43>","[_lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=22, reccallcount=0, totaltime=1.4207000000000001e-05, inlinetime=6.287e-06), _lsprof.profiler_subentry(code=<code object getLiteral at 0x10ad28c90, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 115>, callcount=64, reccallcount=0, totaltime=5.6746e-05, inlinetime=1.9039000000000002e-05), _lsprof.profiler_subentry(code=<code object isInferenceLit at 0x10ad387b0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/literals.py"", line 206>, callcount=32, reccallcount=0, totaltime=3.9180000000000004e-06, inlinetime=3.9180000000000004e-06), _lsprof.profiler_subentry(code=<code object getResolutionLiterals at 0x10ad00510, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clausesets.py"", line 102>, callcount=32, reccallcount=0, totaltime=0.000903082, inlinetime=0.000289428), _lsprof.profiler_subentry(code=<code object resolution at 0x1371ce170, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/resolution.py"", line 75>, callcount=486, reccallcount=0, totaltime=0.003741102, inlinetime=0.00054832), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=22, reccallcount=0, totaltime=4.5e-06, inlinetime=4.5e-06)]"
186,parseLiteral,327,22,0,0.0033774620000000003,6.7921e-05,"<code object parseLiteral at 0x10ad185f0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/literals.py"", line 327>","[_lsprof.profiler_subentry(code=<code object TestTok at 0x10aa139f0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/lexer.py"", line 222>, callcount=22, reccallcount=0, totaltime=0.000133334, inlinetime=3.5374000000000004e-05), _lsprof.profiler_subentry(code=<code object parseAtom at 0x10a9e8570, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/literals.py"", line 81>, callcount=22, reccallcount=0, totaltime=0.003105291, inlinetime=6.0706000000000005e-05), _lsprof.profiler_subentry(code=<code object Next at 0x10ab20200, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/lexer.py"", line 288>, callcount=11, reccallcount=0, totaltime=1.3747e-05, inlinetime=5.038000000000001e-06), _lsprof.profiler_subentry(code=<code object __init__ at 0x10a687480, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/literals.py"", line 133>, callcount=22, reccallcount=0, totaltime=5.7169e-05, inlinetime=2.0918000000000002e-05)]"
154,flatDerivation,221,22,0,4.7293e-05,3.7999e-05,"<code object flatDerivation at 0x10ab162a0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/derivations.py"", line 221>","[_lsprof.profiler_subentry(code=<code object __init__ at 0x10ab1b4b0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/derivations.py"", line 174>, callcount=66, reccallcount=0, totaltime=9.294000000000001e-06, inlinetime=9.294000000000001e-06)]"
